1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,3.893
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,1.0,5.45
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,2.0,1.791
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,3.0,1.557
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,4.0,3.114
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,5.0,1.868
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,6.0,1.09
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,7.0,0.0
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,8.0,67.655
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,9.0,1.324
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,10.0,5.683
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,11.0,24.057
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,12.0,0.779
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,13.0,0.779
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,14.0,0.467
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,15.0,1.635
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,16.0,3.893
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,17.0,67.655
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,18.0,5.138
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,19.0,0.779
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,20.0,3.893
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,21.0,5.917
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,22.0,1.09
0.0,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,NaN,1.0,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,23.0,2.102
1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,NaN,1.0,NaN,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,0.0,9.035
1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,NaN,1.0,NaN,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,9.939
1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,NaN,1.0,NaN,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,2.0,2.711
1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,NaN,1.0,NaN,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,3.0,20.781
1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,NaN,1.0,NaN,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,4.0,7.228
1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,NaN,1.0,NaN,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,5.0,1.807
1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,NaN,1.0,NaN,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,6.0,885.438
1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,NaN,1.0,NaN,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,7.0,2.711
